3LTJ_A_A	2	3l9tA	2	3	3LTJ_A_A_merizo_01:3l9tA01:0.63968,3LTJ_A_A_merizo_02:3l9tA02:0.75088	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
3LTJ_A_A	2	3l9tA	2	0	3LTJ_A_A_merizo_01:3l9tA02:0.64201,3LTJ_A_A_merizo_02:3l9tA01:0.51887	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
3LTM_A_A	2	2b6cA	2	3	3LTM_A_A_merizo_01:2b6cA01:0.50219,3LTM_A_A_merizo_02:2b6cA02:0.54549	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
3LTM_A_A	2	2b6cA	2	0	3LTM_A_A_merizo_01:2b6cA02:0.63305,3LTM_A_A_merizo_02:2b6cA01:0.58433	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
3LTM_A_A	2	3l9tA	2	3	3LTM_A_A_merizo_01:3l9tA01:0.63942,3LTM_A_A_merizo_02:3l9tA02:0.71144	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
3LTM_A_A	2	3l9tA	2	0	3LTM_A_A_merizo_01:3l9tA02:0.62314,3LTM_A_A_merizo_02:3l9tA01:0.51904	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
3LTM_A_A	2	3vldA	2	0	3LTM_A_A_merizo_01:3vldA02:0.57423,3LTM_A_A_merizo_02:3vldA01:0.62117	[{"cath": "1.25.40.580", "res": "2.050"},{"cath": "1.25.10.50", "res": "2.050"}]
3LTM_B_B	2	2b6cA	2	3	3LTM_B_B_merizo_01:2b6cA01:0.5366,3LTM_B_B_merizo_02:2b6cA02:0.64121	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
3LTM_B_B	2	2b6cA	2	0	3LTM_B_B_merizo_01:2b6cA02:0.60389,3LTM_B_B_merizo_02:2b6cA01:0.59042	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
3LTM_B_B	2	3i5pA	2	3	3LTM_B_B_merizo_01:3i5pA01:0.57842,3LTM_B_B_merizo_02:3i5pA03:0.52886	[{"cath": "1.25.40.450", "res": "3.200"},{"cath": "1.20.120.1880", "res": "3.200"}]
3LTM_B_B	2	3i5pA	2	0	3LTM_B_B_merizo_01:3i5pA03:0.50854,3LTM_B_B_merizo_02:3i5pA01:0.52991	[{"cath": "1.20.120.1880", "res": "3.200"},{"cath": "1.25.40.450", "res": "3.200"}]
3LTM_B_B	2	3l9tA	2	3	3LTM_B_B_merizo_01:3l9tA01:0.6291,3LTM_B_B_merizo_02:3l9tA02:0.71971	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
3U1O_A_A	2	3a09A	2	3	3U1O_A_A_merizo_01:3a09A01:0.68774,3U1O_A_A_merizo_02:3a09A02:0.70004	[{"cath": "3.40.190.10", "res": "1.400"},{"cath": "3.40.190.10", "res": "1.400"}]
3U1O_A_A	2	3cvgA	2	3	3U1O_A_A_merizo_01:3cvgA01:0.64643,3U1O_A_A_merizo_02:3cvgA02:0.58269	[{"cath": "3.40.190.10", "res": "1.970"},{"cath": "3.40.190.10", "res": "1.970"}]
3U1O_A_A	2	3gzgA	2	3	3U1O_A_A_merizo_01:3gzgA01:0.79116,3U1O_A_A_merizo_02:3gzgA02:0.62555	[{"cath": "3.40.190.10", "res": "1.550"},{"cath": "3.40.190.10", "res": "1.550"}]
3U1O_A_A	2	3i3vA	2	3	3U1O_A_A_merizo_01:3i3vA01:0.75125,3U1O_A_A_merizo_02:3i3vA02:0.69687	[{"cath": "3.40.190.10", "res": "2.300"},{"cath": "3.40.190.10", "res": "2.300"}]
3U1O_A_A	2	3ombA	2	3	3U1O_A_A_merizo_01:3ombA01:0.7104,3U1O_A_A_merizo_02:3ombA02:0.65513	[{"cath": "3.40.190.10", "res": "2.100"},{"cath": "3.40.190.10", "res": "2.100"}]
3U1O_A_A	2	3ttnA	2	3	3U1O_A_A_merizo_01:3ttnA01:0.77807,3U1O_A_A_merizo_02:3ttnA02:0.68106	[{"cath": "3.40.190.10", "res": "2.000"},{"cath": "3.40.190.10", "res": "2.000"}]
3U1O_A_A	2	4ab5A	2	3	3U1O_A_A_merizo_01:4ab5A01:0.69254,3U1O_A_A_merizo_02:4ab5A02:0.61593	[{"cath": "3.40.190.10", "res": "2.510"},{"cath": "3.40.190.10", "res": "2.510"}]
3U1O_A_A	2	4gqoA	2	3	3U1O_A_A_merizo_01:4gqoA01:0.75036,3U1O_A_A_merizo_02:4gqoA02:0.69559	[{"cath": "3.40.190.10", "res": "2.100"},{"cath": "3.40.190.10", "res": "2.100"}]
3U1O_A_A	2	4hcwA	2	3	3U1O_A_A_merizo_01:4hcwA01:0.68975,3U1O_A_A_merizo_02:4hcwA02:0.59406	[{"cath": "3.40.190.10", "res": "2.710"},{"cath": "3.40.190.220", "res": "2.710"}]
4D49_A_A	2	1ho8A	2	3	4D49_A_A_merizo_01:1ho8A01:0.81667,4D49_A_A_merizo_02:1ho8A02:0.64884	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4D49_A_A	2	1ho8A	2	0	4D49_A_A_merizo_01:1ho8A02:0.67539,4D49_A_A_merizo_02:1ho8A01:0.8063	[{"cath": "1.25.40.150", "res": "2.950"},{"cath": "1.25.10.10", "res": "2.950"}]
4D49_A_A	2	2b6cA	2	3	4D49_A_A_merizo_01:2b6cA01:0.52903,4D49_A_A_merizo_02:2b6cA02:0.65865	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
4D49_A_A	2	2b6cA	2	0	4D49_A_A_merizo_01:2b6cA02:0.63811,4D49_A_A_merizo_02:2b6cA01:0.52271	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4D49_A_A	2	3i5pA	2	0	4D49_A_A_merizo_01:3i5pA03:0.54308,4D49_A_A_merizo_02:3i5pA01:0.51905	[{"cath": "1.20.120.1880", "res": "3.200"},{"cath": "1.25.40.450", "res": "3.200"}]
4D49_A_A	2	3l9tA	2	3	4D49_A_A_merizo_01:3l9tA01:0.57733,4D49_A_A_merizo_02:3l9tA02:0.60842	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4D49_A_A	2	3l9tA	2	0	4D49_A_A_merizo_01:3l9tA02:0.61461,4D49_A_A_merizo_02:3l9tA01:0.53946	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4D49_A_A	2	3mekA	3	0	4D49_A_A_merizo_01:3mekA05:0.52406,4D49_A_A_merizo_02:3mekA04:0.52581	[{"cath": "1.25.40.10", "res": "2.100"},{"cath": "1.25.40.970", "res": "2.100"}]
4D49_A_A	2	4l9mA	2	3	4D49_A_A_merizo_01:4l9mA01:0.55568,4D49_A_A_merizo_02:4l9mA02:0.51958	[{"cath": "1.20.870.10", "res": "3.000"},{"cath": "1.10.840.10", "res": "3.000"}]
4D49_A_A	2	4l9mA	2	0	4D49_A_A_merizo_01:4l9mA02:0.51872,4D49_A_A_merizo_02:4l9mA01:0.5353	[{"cath": "1.10.840.10", "res": "3.000"},{"cath": "1.20.870.10", "res": "3.000"}]
4D49_B_B	2	1ho8A	2	3	4D49_B_B_merizo_01:1ho8A01:0.81829,4D49_B_B_merizo_02:1ho8A02:0.64743	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4D49_B_B	2	1ho8A	2	0	4D49_B_B_merizo_01:1ho8A02:0.67591,4D49_B_B_merizo_02:1ho8A01:0.81405	[{"cath": "1.25.40.150", "res": "2.950"},{"cath": "1.25.10.10", "res": "2.950"}]
4D49_B_B	2	2b6cA	2	3	4D49_B_B_merizo_01:2b6cA01:0.52819,4D49_B_B_merizo_02:2b6cA02:0.64579	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
4D49_B_B	2	2b6cA	2	0	4D49_B_B_merizo_01:2b6cA02:0.64253,4D49_B_B_merizo_02:2b6cA01:0.52806	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4D49_B_B	2	3i5pA	2	3	4D49_B_B_merizo_01:3i5pA01:0.53293,4D49_B_B_merizo_02:3i5pA03:0.51371	[{"cath": "1.25.40.450", "res": "3.200"},{"cath": "1.20.120.1880", "res": "3.200"}]
4D49_B_B	2	3i5pA	2	0	4D49_B_B_merizo_01:3i5pA03:0.53963,4D49_B_B_merizo_02:3i5pA01:0.55363	[{"cath": "1.20.120.1880", "res": "3.200"},{"cath": "1.25.40.450", "res": "3.200"}]
4D49_B_B	2	3l9tA	2	3	4D49_B_B_merizo_01:3l9tA01:0.57794,4D49_B_B_merizo_02:3l9tA02:0.61814	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4D49_B_B	2	3l9tA	2	0	4D49_B_B_merizo_01:3l9tA02:0.6058,4D49_B_B_merizo_02:3l9tA01:0.51212	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4D49_B_B	2	3mekA	3	2	4D49_B_B_merizo_01:3mekA04:0.51158,4D49_B_B_merizo_02:3mekA05:0.53552	[{"cath": "1.25.40.970", "res": "2.100"},{"cath": "1.25.40.10", "res": "2.100"}]
4D49_B_B	2	3mekA	3	0	4D49_B_B_merizo_01:3mekA05:0.52342,4D49_B_B_merizo_02:3mekA04:0.52813	[{"cath": "1.25.40.10", "res": "2.100"},{"cath": "1.25.40.970", "res": "2.100"}]
4D49_B_B	2	4ui9Y	2	3	4D49_B_B_merizo_01:4ui9Y01:0.50011,4D49_B_B_merizo_02:4ui9Y03:0.58425	[{"cath": "1.25.40.10", "res": "3.600"},{"cath": "1.25.40.10", "res": "3.600"}]
4D4E_A_A	2	2b6cA	2	3	4D4E_A_A_merizo_01:2b6cA01:0.53958,4D4E_A_A_merizo_02:2b6cA02:0.58672	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
4D4E_A_A	2	2b6cA	2	0	4D4E_A_A_merizo_01:2b6cA02:0.64377,4D4E_A_A_merizo_02:2b6cA01:0.57387	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4D4E_A_A	2	2ii2A	2	3	4D4E_A_A_merizo_01:2ii2A03:0.52154,4D4E_A_A_merizo_02:2ii2A04:0.61194	[{"cath": "1.10.220.10", "res": "1.100"},{"cath": "1.10.220.10", "res": "1.100"}]
4D4E_A_A	2	2ii2A	2	0	4D4E_A_A_merizo_01:2ii2A04:0.63671,4D4E_A_A_merizo_02:2ii2A03:0.52826	[{"cath": "1.10.220.10", "res": "1.100"},{"cath": "1.10.220.10", "res": "1.100"}]
4D4E_A_A	2	3i5pA	2	0	4D4E_A_A_merizo_01:3i5pA03:0.52145,4D4E_A_A_merizo_02:3i5pA01:0.50215	[{"cath": "1.20.120.1880", "res": "3.200"},{"cath": "1.25.40.450", "res": "3.200"}]
4D4E_A_A	2	3l9tA	2	3	4D4E_A_A_merizo_01:3l9tA01:0.58625,4D4E_A_A_merizo_02:3l9tA02:0.63073	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4D4E_A_A	2	3l9tA	2	0	4D4E_A_A_merizo_01:3l9tA02:0.60832,4D4E_A_A_merizo_02:3l9tA01:0.58758	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4D4E_A_A	2	3mekA	3	2	4D4E_A_A_merizo_01:3mekA04:0.50846,4D4E_A_A_merizo_02:3mekA05:0.52846	[{"cath": "1.25.40.970", "res": "2.100"},{"cath": "1.25.40.10", "res": "2.100"}]
4D4E_A_A	2	3mekA	3	0	4D4E_A_A_merizo_01:3mekA05:0.51906,4D4E_A_A_merizo_02:3mekA04:0.51791	[{"cath": "1.25.40.10", "res": "2.100"},{"cath": "1.25.40.970", "res": "2.100"}]
4D4E_A_A	2	3nfqA	2	3	4D4E_A_A_merizo_01:3nfqA01:0.50056,4D4E_A_A_merizo_02:3nfqA02:0.67748	[{"cath": "1.20.5.170", "res": "1.850"},{"cath": "1.20.930.10", "res": "1.850"}]
4D4E_A_A	2	3vldA	2	3	4D4E_A_A_merizo_01:3vldA01:0.64768,4D4E_A_A_merizo_02:3vldA02:0.56076	[{"cath": "1.25.10.50", "res": "2.050"},{"cath": "1.25.40.580", "res": "2.050"}]
4D4E_A_A	2	3vldA	2	0	4D4E_A_A_merizo_01:3vldA02:0.61461,4D4E_A_A_merizo_02:3vldA01:0.67907	[{"cath": "1.25.40.580", "res": "2.050"},{"cath": "1.25.10.50", "res": "2.050"}]
4D4E_A_A	2	4l9mA	2	3	4D4E_A_A_merizo_01:4l9mA01:0.50808,4D4E_A_A_merizo_02:4l9mA02:0.5305	[{"cath": "1.20.870.10", "res": "3.000"},{"cath": "1.10.840.10", "res": "3.000"}]
4D4E_A_A	2	4ui9Y	2	3	4D4E_A_A_merizo_01:4ui9Y01:0.53896,4D4E_A_A_merizo_02:4ui9Y03:0.55549	[{"cath": "1.25.40.10", "res": "3.600"},{"cath": "1.25.40.10", "res": "3.600"}]
4DB6_A_A	2	2b6cA	2	0	4DB6_A_A_merizo_01:2b6cA02:0.60264,4DB6_A_A_merizo_02:2b6cA01:0.58437	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4DB6_A_A	2	2v7kA	2	0	4DB6_A_A_merizo_01:2v7kA02:0.6257,4DB6_A_A_merizo_02:2v7kA01:0.52357	[{"cath": "1.20.58.480", "res": "1.700"},{"cath": "1.20.58.1320", "res": "1.700"}]
4DB6_A_A	2	3l9tA	2	3	4DB6_A_A_merizo_01:3l9tA01:0.52693,4DB6_A_A_merizo_02:3l9tA02:0.6235	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4DB6_A_A	2	3l9tA	2	0	4DB6_A_A_merizo_01:3l9tA02:0.65944,4DB6_A_A_merizo_02:3l9tA01:0.57691	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4DB6_A_A	2	3mekA	3	2	4DB6_A_A_merizo_01:3mekA04:0.5219,4DB6_A_A_merizo_02:3mekA05:0.51935	[{"cath": "1.25.40.970", "res": "2.100"},{"cath": "1.25.40.10", "res": "2.100"}]
4DB8_A_A	2	1ho8A	2	3	4DB8_A_A_merizo_01:1ho8A01:0.62222,4DB8_A_A_merizo_02:1ho8A02:0.64136	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4DB8_A_A	2	1ho8A	2	0	4DB8_A_A_merizo_01:1ho8A02:0.6207,4DB8_A_A_merizo_02:1ho8A01:0.82623	[{"cath": "1.25.40.150", "res": "2.950"},{"cath": "1.25.10.10", "res": "2.950"}]
4DB8_A_A	2	2b6cA	2	0	4DB8_A_A_merizo_01:2b6cA02:0.5789,4DB8_A_A_merizo_02:2b6cA01:0.54655	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4DB8_A_A	2	3l9tA	2	3	4DB8_A_A_merizo_01:3l9tA01:0.50104,4DB8_A_A_merizo_02:3l9tA02:0.63744	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4DB8_A_A	2	3l9tA	2	0	4DB8_A_A_merizo_01:3l9tA02:0.54232,4DB8_A_A_merizo_02:3l9tA01:0.58356	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4DB8_A_A	2	3nfqA	2	3	4DB8_A_A_merizo_01:3nfqA01:0.61664,4DB8_A_A_merizo_02:3nfqA02:0.67548	[{"cath": "1.20.5.170", "res": "1.850"},{"cath": "1.20.930.10", "res": "1.850"}]
4DB8_D_D	2	1ho8A	2	3	4DB8_D_D_merizo_01:1ho8A01:0.60292,4DB8_D_D_merizo_02:1ho8A02:0.63831	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4DB8_D_D	2	1ho8A	2	0	4DB8_D_D_merizo_01:1ho8A02:0.62677,4DB8_D_D_merizo_02:1ho8A01:0.81735	[{"cath": "1.25.40.150", "res": "2.950"},{"cath": "1.25.10.10", "res": "2.950"}]
4DB8_D_D	2	2b6cA	2	0	4DB8_D_D_merizo_01:2b6cA02:0.58205,4DB8_D_D_merizo_02:2b6cA01:0.54829	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4DB8_D_D	2	3l9tA	2	0	4DB8_D_D_merizo_01:3l9tA02:0.53604,4DB8_D_D_merizo_02:3l9tA01:0.57067	[{"cath": "1.25.40.290", "res": "2.210"},{"cath": "1.10.1240.70", "res": "2.210"}]
4DB8_D_D	2	3mekA	3	2	4DB8_D_D_merizo_01:3mekA04:0.51108,4DB8_D_D_merizo_02:3mekA05:0.51505	[{"cath": "1.25.40.970", "res": "2.100"},{"cath": "1.25.40.10", "res": "2.100"}]
4DB8_D_D	2	3nfqA	2	3	4DB8_D_D_merizo_01:3nfqA01:0.65758,4DB8_D_D_merizo_02:3nfqA02:0.67697	[{"cath": "1.20.5.170", "res": "1.850"},{"cath": "1.20.930.10", "res": "1.850"}]
4DB9_A_A	2	2b6cA	2	3	4DB9_A_A_merizo_01:2b6cA01:0.5345,4DB9_A_A_merizo_02:2b6cA02:0.57179	[{"cath": "1.20.1660.10", "res": "2.100"},{"cath": "1.25.40.290", "res": "2.100"}]
4DB9_A_A	2	2b6cA	2	0	4DB9_A_A_merizo_01:2b6cA02:0.67274,4DB9_A_A_merizo_02:2b6cA01:0.58341	[{"cath": "1.25.40.290", "res": "2.100"},{"cath": "1.20.1660.10", "res": "2.100"}]
4DB9_A_A	2	2ii2A	2	3	4DB9_A_A_merizo_01:2ii2A03:0.52081,4DB9_A_A_merizo_02:2ii2A04:0.62686	[{"cath": "1.10.220.10", "res": "1.100"},{"cath": "1.10.220.10", "res": "1.100"}]
4DB9_A_A	2	2ii2A	2	0	4DB9_A_A_merizo_01:2ii2A04:0.62166,4DB9_A_A_merizo_02:2ii2A03:0.58524	[{"cath": "1.10.220.10", "res": "1.100"},{"cath": "1.10.220.10", "res": "1.100"}]
4DB9_A_A	2	3i5pA	2	0	4DB9_A_A_merizo_01:3i5pA03:0.52372,4DB9_A_A_merizo_02:3i5pA01:0.50671	[{"cath": "1.20.120.1880", "res": "3.200"},{"cath": "1.25.40.450", "res": "3.200"}]
4DB9_A_A	2	3l9tA	2	3	4DB9_A_A_merizo_01:3l9tA01:0.5648,4DB9_A_A_merizo_02:3l9tA02:0.61793	[{"cath": "1.10.1240.70", "res": "2.210"},{"cath": "1.25.40.290", "res": "2.210"}]
4DB9_A_A	2	4l9mA	2	3	4DB9_A_A_merizo_01:4l9mA01:0.542,4DB9_A_A_merizo_02:4l9mA02:0.53791	[{"cath": "1.20.870.10", "res": "3.000"},{"cath": "1.10.840.10", "res": "3.000"}]
4DBA_A_A	2	1ho8A	2	3	4DBA_A_A_merizo_01:1ho8A01:0.51503,4DBA_A_A_merizo_02:1ho8A02:0.63917	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4DBA_A_A	2	3nfqA	2	3	4DBA_A_A_merizo_01:3nfqA01:0.60324,4DBA_A_A_merizo_02:3nfqA02:0.6794	[{"cath": "1.20.5.170", "res": "1.850"},{"cath": "1.20.930.10", "res": "1.850"}]
4DBA_B_B	2	1ho8A	2	3	4DBA_B_B_merizo_01:1ho8A01:0.51025,4DBA_B_B_merizo_02:1ho8A02:0.63085	[{"cath": "1.25.10.10", "res": "2.950"},{"cath": "1.25.40.150", "res": "2.950"}]
4DBA_B_B	2	3nfqA	2	3	4DBA_B_B_merizo_01:3nfqA01:0.64255,4DBA_B_B_merizo_02:3nfqA02:0.67966	[{"cath": "1.20.5.170", "res": "1.850"},{"cath": "1.20.930.10", "res": "1.850"}]
4DZU_A_A	2	1m56C	2	3	4DZU_A_A_merizo_01:1m56C01:0.69769,4DZU_A_A_merizo_02:1m56C02:0.69513	[{"cath": "1.10.287.70", "res": "2.300"},{"cath": "1.20.120.80", "res": "2.300"}]
4DZU_A_A	2	1m56C	2	0	4DZU_A_A_merizo_01:1m56C02:0.63183,4DZU_A_A_merizo_02:1m56C01:0.68384	[{"cath": "1.20.120.80", "res": "2.300"},{"cath": "1.10.287.70", "res": "2.300"}]
4DZU_A_A	2	2pusA	2	3	4DZU_A_A_merizo_01:2pusA02:0.53692,4DZU_A_A_merizo_02:2pusA04:0.50679	[{"cath": "1.10.287.540", "res": "2.400"},{"cath": "6.10.140.300", "res": "2.400"}]
